Name,Online_Order,Book_Table,Ratings,Dish_Liked,Approx_Cost(For Two People)
Chickpet Donne Biryani House,Yes,No,3.8,"Mutton Biryani, Donne Biryani, Mutton Fry, Chicken Guntur, Chicken Biryani",250
Sidra Eatery,Yes,No,3.9,Unknown,400
Food Box,No,No,3.6,Unknown,350
Just Shawarma,Yes,No,3.7,"Malgoum Shawarma, French Fries",300
KFC,Yes,No,3.1,"Rice Bowl, Hot Wings, Popcorn Chicken, Crispy Chicken, Rice Bowls, Zinger Burger",450
Eatapita,No,No,4.0,"Shawarma, Falafel Pita, Veg Bonanza Pizza, Cheese Manakeesh, Arabic Cuisine, Cheese Steak Pizza",600
Fish Chain,Yes,No,3.5,Mustard Fish Curry,300
Momoz,Yes,No,3.9,"Momos, Chicken Momo, Chilli Pork, Chicken Thukpa, Noodles, Manchow Soup, Pork Momo",500
Navarang Fast Food,Yes,No,3.6,Unknown,300
Gold Line Breadz,No,No,3.7,"Sandwiches, Sausage Roll, Garlic Bread",350
Five Star Chicken,No,No,3.5,"Burgers, Masala Fries, Wings",200
Anu Momos Chinese Kitchen,Yes,No,3.7,"Momos, Noodles",450
Faasos,Yes,No,4.0,"Chicken Wrap, Veggie Wrap, Aloo Paratha, Rolls, Sabudana Kheer, Khichda, Roti",500
Jingo BBQ & Burgers,Yes,No,3.9,Burgers,600
JS Food Court,Yes,No,3.8,"Shawarma, French Fries, Chicken Roll, Sandwich, Brosted Chicken, Falafel Roll, Chicken Fries",400
Pathaan Sir,Yes,No,3.7,"Rolls, French Fries, Paratha",300
Cafe Beirut,No,No,3.7,Shawarma,250
Biryani Joint,No,No,3.3,Unknown,200
The Rennan's Cafe,Yes,No,2.9,Unknown,250
Shawarma King Restaurant,No,No,3.4,Unknown,500
Sotang's,No,No,3.3,Unknown,250
Coorg Lunch Home,Yes,No,3.6,Unknown,300
NTR Cafe,Yes,No,2.9,Unknown,100
Le Roll Cafe,Yes,No,3.9,"Shawarma, Rolls",300
Ambur Biriyani Zone,No,No,3.2,Unknown,200
Al Ghani Resetaurant,No,No,3.3,Unknown,400
Naidu Military Hotel,Yes,No,3.5,Unknown,250
Chubalas Curry And Rice,Yes,No,4.0,"Chicken Curry, Prawn Curry, Smoked Pork Thali, Momos, Pork Fry, Pork Vindaloo, Salad",550
Banarasi Chat Centre,No,No,3.2,Unknown,150
New Kairali Restaurant,Yes,No,3.7,"Fish Curry, Appam, Paratha, Sea Food, Beef Biryani, Beef Curry, Beef Fry",400
Ice Berg,Yes,No,3.3,Unknown,300
Sree Gajanana Fruit Juice Centre,No,No,3.3,Unknown,150
Sidekicks,No,No,3.4,Unknown,450
Doner Bel,No,No,3.5,"Burgers, Doner Kebabs, Lamb Doner, Hummus Pita, Momos, Rolls, Chicken Doner",400
CutePorkie,No,No,3.3,Unknown,400
Sannidhi Grand,Yes,No,3.8,"Coffee, Roti, Masala Dosa",300
McDonald's,Yes,No,2.9,"Burgers, Maharaja Burger, Mc Chicken, French Fries, Mc Veggie Burger",500
Calicut Restaurant,Yes,No,3.6,Tea,450
Chetty's Corner,Yes,No,3.6,"Burgers, Bun Nippat Masala, Masala Cola, Pizza, Masala Pepsi, Masala Soda, Sandwiches",250
Sri Sagar,Yes,No,3.7,Unknown,300
AB's - Absolute Barbecues,No,Yes,4.7,"Rabri, Sea Food, Mocktails, Paan Ice Cream, Fish, Mutton Seekh Kabab, Pan Shot Ice Cream",1400
Sigree Global Grill,No,Yes,4.4,"Pasta, Mutton Seekh, Fish, Pizza, Papdi Chaat, Prawn Malai Curry, Sea Food",1400
Float Brewery,Yes,Yes,4.2,"Pork Tonkatsu, Mocktails, Ginger Pork, Craft Beer, Falafel Burger, Cocktails, Wheat Beer",1800
Brewklyn Microbrewery,Yes,Yes,4.4,"Pizza, Craft Beer, Apple Crumble, Pork Chilli, Mojito, Chips, Stuffed Chicken Breast",2000
Barbeque Nation,No,Yes,4.2,"Mocktails, Fish, Gulab Jamun, Crispy Corn, Paan Kulfi, Mutton Seekh, Prawn",1600
Truffles,No,No,4.5,"Burgers, Orange Mojito, Pasta, Ferrero Rocher Shake, Coffee, American Cheese Burger, Chips",900
Mainland China,Yes,Yes,4.5,"Jumbo Prawns, Lunch Buffet, Veg Hakka Noodles, Crispy Corn, Fried Fish, Crackling Spinach, Brownie",1100
Kapoor's Cafe,No,No,4.1,"Lassi, Mushroom Masala, Chaach, Aloo Paratha, Chole Kulcha, Kadai Paneer, Chole Bhature",800
Imperio Restaurant,Yes,Yes,4.4,"Non Veg Thali, Faluda, Chicken Kolhapuri, Paneer Tikka, Chicken Keema, Biryani, Paratha",800
Zamindar,Yes,Yes,4.6,"Paneer 65, Dragon Chicken, Lassi, Avakai Chicken Biryani, Chicken Tikka Masala, Kodi Vepudu, Fry Prawns",800
Cafe Azzure,Yes,Yes,4.2,"Tex Mex Burger, Pizza, Chicken Stroganoff, Burgers, Fish, Pasta Alfredo, Mojito",1200
Chulha Chauki Da Dhaba,Yes,No,4.1,"Vegetable Biryani, Meetha Paan, Chana Masala, Sweet Lassi, Chicken Handi, Tandoori Aloo, Tandoori Chicken",800
Hoppipola,Yes,Yes,4.4,"Mocktails, Masala Pizza, Chicken Tikka, Salad, Cocktails, Wine, Chilli Chicken",1200
Sri Durga Nellore Mess,Yes,No,3.4,"Chicken Fry, Masala Prawn",350
Mamaji's,Yes,No,3.8,"Masala Chaach, Vegetable Biryani, Paratha, Thali, Buttermilk, Sweet Lassi, Paneer Parantha",600
BYLI - Bet You Love It!,No,Yes,4.2,"Pizza, Pasta, Sandwiches, Burgers, Nachos, Meatballs, Mocktails",800
Ginger Greens,No,Yes,3.9,"Chicken Tikka, Chilli Chicken, Butter Naan, Roti",750
Maraheb Restaurant,Yes,No,4.2,"Kunafa, Tea, Mutton Madfoon, Mutton Ribs, Lamb Ribs, Salad, Arabic Cuisine",1000
Cafe Pink Pajamas,Yes,Yes,4.1,"Pasta, Burgers, Salads, Fish, Veg Burger, Thin Crust Pizza, Bruschettas",700
Suvarna Sree Food Paradise,Yes,No,3.9,Biryani,400
Teburu,Yes,No,4.4,"Sushi, Mocktails, Maki Roll, Dynamite Roll, Scallops, Set Menu, Tempura Prawns",800
Casa De Goa,Yes,Yes,4.2,"Cocktails, Fish, Roast Pork, Appam, Mocktails, Stuffed Mushroom, Pizza",1400
The Local,Yes,Yes,4.2,"Beer, Cocktails, Prawn Ghee Roast, Chicken Nachos, Bbq Chicken Pizza, Appam, Chicken Steak",1400
Tamarind - Tamarind Hospitality,Yes,No,3.9,"Biryani, Lemon Chicken, Laccha Paratha, Kashmiri Pulao, Kulcha, Cocktails, Beer",750
Wanderers,No,Yes,3.9,"Pizza, Chicken Burger, Wheat Beer, Chips, Craft Beer, Stout, Peri Peri Fries",1500
Sherlock's Pub,Yes,Yes,3.8,"Chips, Cocktails, Veg Platter, Steak, Murgh Platter, Draught Beer, Long Island Iced Tea",1300
Keto Kitchen,Yes,No,3.8,"Paratha, Pizza, Chicken Curry, Mushroom Soup, Momos",700
7 Plates,Yes,No,3.5,"Rolls, Mutton Biryani, Tangdi Kabab, Butter Chicken, Kheer, Chicken Roll, Tandoori Chicken",600
Sri Ruchi Restuarant,Yes,No,3.8,"Mutton Biryani, Butter Chicken",450
Spice Kitchen,Yes,Yes,3.8,"Andhra Thali, Veg Thali, Ulavacharu Mutton Biryani, Chicken Biryani, Mutton Soup, Lassi, Kodi Pulao",750
The Coorg Food Co.,Yes,Yes,4.3,"Pandi Curry, Tender Coconut Pudding, Chocolate Mousse, Ghee Rice, Pork Curry, Bella Coffee, Chicken Curry",750
Little Italy,Yes,Yes,4.2,"Pizza, Pasta, Sangria, Bruschettas, Salads, Nachos, Tiramisu",1500
FireHouse - Bar & Kitchen,Yes,Yes,3.9,"Cocktails, Peri Peri Chicken, Meat Pizza, Mojito, Buffalo Wings, Beer, Burgers",1500
Angaar Indian Grill & Restaurant,No,No,3.9,"Shawarma, Mutton Biryani, Angara Kebab, Chicken Grill, Ghee Rice",600
Thran,No,Yes,4.2,"Ramen, Kimchi, Beef Bulgogi, Egg Soup, Salad, Clear Soup, Pork Bulgogi",1300
The Filter Coffee,No,No,4.0,"Filter Coffee, Masala Dosa, Vada",200
Beijing Bites,Yes,No,3.8,"Dragon Chicken, Chicken Lollipop, Chop Suey",850
Manasa Fishland,Yes,No,4.1,"Sea Food, Prawn Ghee Roast, Fish Curry, Murgh Ghee Roast, Neer Dosa, Biryani, Chicken Thali",650
Coffee Mechanics,Yes,No,4.3,"Brownie, Fries, English Breakfast, Cinnamon Roll, Brewed Coffee, Wings, Cappuccino",700
Aioli,No,Yes,4.2,"Garlic Bread, Salad, Salads, Pita Bread, Lamb Chops, Sea Food, Chicken Wings",1400
Chung Wah,Yes,Yes,4.0,"Corn Soup, Chilli Garlic Noodles, Clear Soup, Veg Manchow Soup, Drums Of Heaven, Hunan Chicken, Momos",800
Pecos Mojo,No,No,4.0,"Beer, Beef Chilli, Chicken Dry Fry",1100
Bottoms Up Resto Bar,No,No,3.9,"Mocktails, Pizza, Cocktails, Beer, Pasta",1200
Saffron Vegetarian Cuisine,Yes,Yes,4.0,"Tikka, Biryani, Salad, Pasta, Masala Papad, Palak Paneer, Garlic Naan",700
Global Flavors,Yes,Yes,3.5,Pizza,1000
Marakachi,Yes,No,3.7,Biryani,600
Vera Italiano,Yes,No,4.1,"Pizza, Pasta, Tiramisu, Cheesecake, Tomato Soup, Carbonara, Chicken Lasagne",600
Hungry Vihaari,Yes,Yes,4.0,"Pizza, Pasta, Peri Peri Chicken Burger, Garlic Bread, Crispy Corn",800
The Chef's Kitchen,Yes,No,3.8,"Tandoori Chicken, Pasta, Fish Curry, Honey Chilli Chicken, Noodles, Chicken Biryani, Kadai Paneer",800
China Pearl,Yes,No,4.1,"Chicken Manchow Soup, Hunan Chicken, Hakka Noodles, Momos, Mixed Fried Rice, Prawn, Spring Roll",1100
Purnabramha Maharashtrian Restaurant,Yes,Yes,3.3,"Thali, Puran Poli, Misal Pav, Sabudana Vada, Buttermilk, Kanda Poha, Kanda Bhaji",850
Aqni,Yes,No,3.9,"Kheer, Butter Chicken, Kebab Manchurian, Raita, Rolls, Chicken Rara, Brain Pepper Fry",650
Artville Cafe,No,No,3.8,"Sandwiches, Salad, Pasta, Beef Burger, Hot Chocolate, Chicken Schnitzel, Chicken Sandwich",700
Wokanaka - The Casual Chinese Pitstop,Yes,Yes,4.1,"Lemonade, Manchurian, Vegetable Noodles, French Fries, Veg Hakka Noodles",500
The Story Wall Bistro,No,No,3.8,Unknown,600
Biriyani House,Yes,No,3.8,"Biryani, Chicken Guntur",600
Olive Garden,Yes,No,3.7,"Shawarma, Al Faham Chicken, Noodles, Mutton Chops, Chicken Grill, Sweet Lassi, Biryani",700
Fiddler's Green,No,Yes,3.9,"Chicken Satay, Mocktails, Bruschettas",1200
Vijaya Gardenia,Yes,No,3.5,"Naan, Sea Food, Biryani, Lime Soda",500
Countryside - The Taste of Chettinad,Yes,Yes,3.9,"Poricha Kozhi, Fry Prawns, Brain Fry, Mutton Sukha, Paratha, Dum Biryani, Chicken Sukha",900
Eunoia,No,No,3.4,Unknown,450
Wolga Restaurant,Yes,No,3.4,Unknown,600
Zyara,Yes,No,3.8,"Shawarma, Chicken Grill, Tandoori Chicken, Chicken Curry, Naan, Butter Chicken, Kheer",650
Patio - The Resto Cafe,Yes,No,3.7,"Chicken Burger, Pasta, Hash Brown, Noodles",500
The Grill House,Yes,Yes,4.0,"Burgers, Steak, Buffalo Wings, Chicken Wings, Nachos, Chicken Sizzler, Grilled Basa",1000
Agent Jack's Bar,No,Yes,4.0,"Cocktails, Chicken Tikka Pizza, Chicken Popcorn, Chilli Pork, Sangria, Beer, Seafood Pizza",1300
Sufi Restaurant & Cafe,Yes,No,3.8,Unknown,800
Chung's Chinese Corner,Yes,No,2.8,"Chop Suey, Spring Roll, Sweet Corn Soup, Chowmein, Basil Chicken, Manchow Soup, Diced Chicken",600
An Egg Story,No,No,4.0,"Healthy Breakfast, Burgers, Florentine Omelette, Banana Crepes, English Breakfast, Sandwiches, Chicken Burger",600
RawStraw,No,No,4.0,"Ginger Tea, Smoothie Bowl, Waffles, Egg Salad, Chicken Satay, Pancakes, Salads",700
Bhagini,Yes,No,2.3,"Masala Peanuts, Chicken Biryani, Roti",800
Yuan Restaurant,Yes,No,3.7,"Momos, Manchow Soup, Dragon Noodles, Spring Roll, Schezwan Fried Rice, Triple Schezwan Rice, Garlic Butter Noodle",600
Delicacy,Yes,Yes,4.1,"Noodles, Momos, Honey Chilli Potatoes, Wonton, Bbq Pork, Pork Momo, Chilli Basil Chicken",500
Khyma Biryani,Yes,No,4.0,"Mutton Biryani, Lemon Tea, Chicken Dry Fry, Kerala Style Biryani, Malabari Biryani, Lemon Chicken, Biryani Combo",600
4 Seasons Restaurant,Yes,Yes,3.7,"Veg Pulao, Mutton Biryani, Badami Kheer, Veg Platter, Chicken Kebab, Tandoori Chicken, Stuffed Capsicum",1000
Taste Of Nawaabs,Yes,No,3.6,"Chicken Tikka, Garlic Naan, Mutton Rara, Roti",600
Donne Biriyani Mane,Yes,No,3.6,Mutton Biryani,400
2 Statez,Yes,No,3.7,"Fish Curry, Buttermilk, Appam, Neer Dosa, Chicken Stew, Chicken Curry, Egg Roast",600
Hi Seoul,Yes,No,4.1,"Coffee, Momos, Kimchi, Bbq Pork, Hot Pot, Wine, Bibimbap",800
Swagatham Rayalaseema Ruchulu,Yes,No,3.3,Unknown,600
Mayonaise,Yes,No,3.9,"Chicken Fries, Burgers, Thin Crust Pizza, Zinger Burger",500
Chichaba's Taj,Yes,No,3.8,"Mutton Biryani, Butter Chicken, Ghee Rice, Dal Tadka, Naan, Paya Soup, Bheja Fry",600
Draggers Caf,Yes,No,4.0,"Club Sandwich, Pizza, Burgers, Basil Chicken, Pasta, Sandwiches, Mojito",900
Srinathjis,Yes,No,3.6,Unknown,550
The Original Bistro,No,No,4.1,"Gnocchi, Pasta, Veg Lasagna, Burgers, Grilled Steak, Pizza, Sandwiches",600
Fragrant Kitchen,No,No,3.7,"Burgers, Pasta, Hot Dog, Mashed Potato, Plum Cake, Sunday Brunch, Cheesecake",700
Moghul's Restaurant,Yes,No,3.0,Unknown,700
Lil Asia,Yes,No,3.4,Unknown,350
Delicious Momos,No,No,3.9,"Momos, Noodles, Pork Momo, Chilli Chicken, Bbq Pork Ribs",200
The Bawarchi,Yes,No,2.5,"Vegetable Biryani, Hyderabadi Biryani, Paneer Tikka, Basmati Rice, Raita, Chicken Biryani, Dum Biryani",1050
Le Spice Restaurant,Yes,No,3.4,Unknown,700
Aroma Spice,Yes,Yes,3.9,"Sea Food, Cocktails, Fish Curry, Fish Thali",800
My China,No,No,3.0,Unknown,600
New Krishna Sagar,Yes,No,4.0,Unknown,400
Navami Kitchen,Yes,No,3.2,Unknown,500
Knowhere,No,No,3.9,Friendly Staff,1300
Food Magic Restaurant,Yes,No,3.8,"Shawarma, Chicken Shawarama, Kerala Parotta, Lemon Tea, Fish, Ghee Rice, Appam",400
Brew Bakes Cafe,No,No,3.7,"Coffee, Maggi",500
Nandhini,Yes,No,3.7,Mutton Biryani,600
Whistling Tandoor,No,No,3.0,Unknown,600
Adukkala Restaurant,Yes,No,2.9,"Tea, Shawarma, Egg Roast, Biryani, Appam",600
Sizzling Szechuan,Yes,No,3.9,"Momos, Manchow Soup, Fish, Clear Soup, Chop Suey, Hakka Noodles",600
ILA Kitchen,Yes,No,3.7,Unknown,300
Mani's Dum Biryani,Yes,No,3.5,"Raita, Chicken Biryani",750
Inchara Restaurant,Yes,No,3.5,"Biryani, Fish",500
Cafe Nibras,No,No,3.4,Unknown,400
New Salem Spices,No,No,3.5,"Chicken Biryani, Chicken Thali",600
Cafe Get Hooked,Yes,No,3.7,Unknown,600
Alter Ego D'Deli,Yes,No,3.8,"Pizza, Burgers, Chicken Pasta, Minestrone Soup, French Onion Soup, Hot Dog, Coffee",650
The Sky Lounge - Tamarind Hospitality,No,No,3.7,"Momos, Beer, Biryani, Cocktails",1200
Hotel Little Imperial,Yes,No,3.7,"Ghee Rice, Chicken Grill, Butter Chicken",500
Amigos Kitchen,Yes,No,3.7,"Murgh Patiala, Shawarma, Chicken Grill",400
The Pipe Rack,No,No,3.7,Unknown,700
Noodles,Yes,No,3.8,"Hakka Noodles, Pork Momo, Veg Momos, Chicken Manchurian, Chicken Momo, Chop Suey, Chilli Chicken",500
Kabsa House,No,No,3.6,Unknown,500
The Sanctuary,No,No,3.9,"Coffee, Chicken Burger, Burgers, Brownie, Carrot Cake, Chocolate Cake, Cheesecake",450
Cafe Coffee Day,Yes,No,3.6,"Coffee, Garlic Bread",650
Shahi Hyderabadi Dum Biryani,Yes,No,3.1,"Chicken Biryani, Mutton Biryani, Chicken Manchurian, Shahi Biryani",500
Hongkong Noodles,Yes,No,3.8,"Noodles, Momos",750
The Urban Roof,Yes,No,3.6,"Chicken Burger, Pasta, Garlic Bread",800
Orchid Wine And Dine,No,No,2.9,Unknown,700
New Kadai,Yes,No,3.5,Unknown,550
Degchi Restaurant,No,No,3.7,"Aloo Paratha, Highway Chicken, Amritsari Kulcha, Veg Platter, Roti, Garlic Naan",600
Rasa Cafe,No,No,3.4,Unknown,600
Tang of Jamaica,No,No,3.4,Unknown,900
New Udupi Park,No,No,3.0,Unknown,400
Alibaba Cafe and Restaurant,No,No,2.9,"Biryani, Tea, Falafel, Hookah",700
De3 - The Eatery,No,No,3.1,Unknown,250
Cafe China,Yes,No,3.7,Noodles,500
Coffee@Arens,Yes,No,3.8,"Filter Coffee, Cappuccino, Brewed Coffee",550
Kings Court,Yes,No,3.1,Unknown,800
Paradox Rest-O-Cafe,Yes,No,3.7,"Sandwiches, Beer, Sandwich, Lasagne, Minotaur Steak, Dorai Chicken, Lemonade",600
Taste Of The Nation,No,No,3.0,"Paneer Pasanda, Chicken Soup, Tandoori Chicken",650
Oregano Pizzeria,No,No,3.5,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread",450
Kartik,No,No,3.4,Unknown,700
Urban Bakes & Cafe,No,No,3.7,Unknown,500
T4U Cafe,No,No,3.6,Unknown,400
Al Karim,No,No,3.7,"Butter Chicken, Murgh Khurchan, Naan, Kulcha, Tandoori Roti, Mutton Biryani, Rice",600
Irie,No,No,3.3,Unknown,800
The Flavours,No,No,3.2,Unknown,500
Chai Kada,No,No,3.6,Unknown,100
OvenTreats - Patisserie.Bistro,No,No,4.0,"Burgers, Chicken Steak, Cocktails, Beef Hash, Pork Ribs, French Toast",1000
JamayCafe,No,No,2.8,Unknown,600
Specialist Restaurant,No,No,3.1,Unknown,400
Raees Restaurant,No,No,3.3,Unknown,500
Hatti Punjab Di,No,No,3.4,"Aloo Paratha, Burgers, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken",550
Chaai Resto,Yes,No,3.9,"Ginger Tea, Poha, Ginger Chai, Paratha, Chaai, Sandwiches, Elaichi Tea",350
Ammi's Biryani,Yes,No,2.7,"Ambur Biryani, Vegetable Biryani",500
Sugar N Spice,No,No,2.7,Unknown,400
Pizza Hut,Yes,No,2.7,"Garlic Bread, Kurkure Pizza, Pasta, Chicken Wings, Masala Lemonade, Double Trouble, Veggie Pizza",750
The Chocolate Heaven,Yes,No,4.1,"Waffles, Hot Chocolate, Brownie, Pizza, Coffee, Pancakes, Pasta",700
Mavalli Tiffin Room (MTR),No,No,4.1,"Coffee, Rava Idli, Kesari Bath, Rava Masala Dosa, Thali, Badam Halwa, Vada",250
The Feast Fries,Yes,No,3.6,Unknown,200
K.G.N Kabbab Corner,No,No,4.0,"Mutton Biryani, Rolls, Chicken Roll",500
Donne Biriyani Mane,No,No,3.8,"Pepper Chicken, Donne Biryani, Chicken Biryani, Chicken Kebab",300
Kesar Sweet Shop And Fast Food,No,No,3.9,"Chole Bhature, Chaat, Jalebi, Kulfi, Rasgulla",500
Shanghai Times,Yes,No,3.4,Unknown,500
Paratha Singh,Yes,No,4.0,"Chaat, Pav Bhaji, Raj Kachori, Buttermilk, Ajwaini Paratha, Tawa Pulav, Sev Puri",350
Kanthari,Yes,No,3.9,"Fish Fry, Chicken Curry, Duck Roast, Kerala Style Biryani",400
Al Madina Roll House,Yes,No,3.6,Unknown,150
Pooja Dosa Camp,No,No,4.0,"Podi Dosa, Vada, Pongal, Ghee Dosa, Masala Dosa, Coffee",200
Chinnu's Mane Biryani,Yes,No,3.5,Unknown,300
Brindavan Veg,Yes,No,3.7,Unknown,350
Despiwich Dragon's Kitchen,Yes,No,3.8,"Sandwiches, Sandwich, Oreo Shake, French Fries",250
Domino's Pizza,Yes,No,3.5,"Pasta Italiano, Pizza Burger, Stuffed Garlic Bread",400
Dhadoom,Yes,No,3.8,"Fries, Sandwich, Paan Shake, Pasta, Sandwiches, Noodles, Pizza",400
Mangalore Lunch Home,Yes,No,3.2,Unknown,300
Chaat Street,Yes,No,4.0,"Chaat, Pav Bhaji, Paratha, Lassi, Panipuri, Dahipuri, Bhel Puri",250
Donne Biryani Kuteera,Yes,No,3.8,"Donne Biryani, Pepper Chicken",200
Matru Sagar,Yes,No,4.0,"Vada, Butter Masala Dosa, Coffee",300
Sri Banashankari Donne Biriyani,Yes,No,3.7,Unknown,150
Lakeview Milkbar,No,No,2.9,"Burgers, Pizza, Chocolate Fudge, Caramel Cheesecake, Vanilla Ice Cream, Hot Chocolate, Thick Shakes",450
Al Barack Cafetaria,No,No,3.6,Unknown,300
Ambujam's Chettinad Mess,Yes,No,3.2,Unknown,400
Leon Grill,Yes,No,4.2,"Burgers, Fries, Jumbo Royale Burger, Salads, Peri Peri Chicken Salad, Potato Wedges, Rolls",500
Kenny's Restaurant,Yes,No,3.7,"Noodles, Chicken Lollipop",450
Oye Hoye,Yes,No,3.8,"Paratha, Kheer, Thali, Roti, Rajma, Paneer Chatpata",300
Upsouth,Yes,No,3.8,"Filter Coffee, Sandwich, Bonda, Vada, Masala Dosa, Salad, Aloo Curry",300
Subway,Yes,No,4.0,"Sandwich, Salads, Sandwiches, Salad, Chicken Tikka",500
Srinidhi Upachar,No,No,3.6,"Coffee, Vada, Masala Dosa, Gulab Jamun",200
Momma's Pastries Fine Bakery And Cafe,Yes,No,3.4,Unknown,500
De Grand Restaurant,Yes,No,3.9,"Butter Chicken, Shawarma Roll, Chicken Shawarama, Chicken Grill, Rolls, Al Faham Chicken, Biryani",600
Srinidhi Veg Food Court,Yes,No,3.9,"Filter Coffee, Onion Rava Masala Dosa, Tea, Chole Bhature, Roti, Noodles, Vada",300
Gowdru Hotel,Yes,No,3.5,Chicken Curry,400
American Bites,Yes,No,2.4,"Burgers, Chicken Fries, Hot Wings",450
Coffee Thindi,No,No,3.5,Unknown,150
Zabi,Yes,No,3.8,"Chicken Biryani, Chicken Samosa, Hyderabadi Biryani, Kheer, Mutton Biryani",300
Chintu Chit Chat Centre,No,No,3.6,Unknown,100
Cafe Nukkad,Yes,No,4.0,"Chicken Cheese Sandwich, Cheese Sandwiches, Chocolate Sandwich, Chocolate Sandwiches, French Fries, Teriyaki Chicken",200
Upahara Mandira,Yes,No,3.9,Unknown,300
Eagles Pizza,Yes,No,3.8,Unknown,650
Vietnamese Kitchen,No,No,3.2,"Pho, Pad Thai, Jasmine Tea, Spring Roll, Chocolate Shake, Thai Green Curry, Momos",150
Kanti Sweets,Yes,No,3.8,"Badam Milk, Chaat, Sev Puri, Gol Gappe",400
Indie Fusion Multi Cuisine Restaurant,Yes,No,3.3,Unknown,400
29 Degrees North,Yes,No,3.9,"Chaat, Paratha, Vada Pav, Dal Makhani, Paneer Bhurji, Rabri, Kulcha",250
Fatty Chang,Yes,No,3.2,Unknown,300
Shiva's Naram Garam,No,No,3.3,Unknown,250
SGS Nonveg- Gundu Palav,No,No,3.6,Unknown,400
The French Corner,No,No,3.5,Unknown,400
North Se South Veg & Non-Veg Restaurants,Yes,No,3.6,Unknown,250
Biryani Paradise,No,No,3.5999999999999996,Unknown,200
7 to 11 Food Court,Yes,No,3.7,Unknown,200
California Burrito,No,No,3.4,"Nachos, California Burrito, Rice Bowl, Salads",400
Yi Moi Chinese Fast Food,No,No,3.4,Unknown,100
Twilight Global Restaurant,Yes,No,3.6,Unknown,600
Chikpet Donne Biriyani Corner,Yes,No,3.7,Unknown,300
Malabar Food Court,Yes,No,3.4,Unknown,300
S L V Food Joint,Yes,No,3.5,Unknown,250
Balle Balle Dhaba,Yes,No,3.6,"Paratha, Chicken Biryani, Butter Chicken, Lassi, Chilli Paneer, Tandoori Chicken, Naan",500
Udupi Gardenia,Yes,No,3.3,Unknown,400
Ambur Hot Dum Biriyani,No,No,3.1500000000000004,Unknown,200
Cake House - Story Cafe,No,No,3.8,"Coffee, Cheesecake, Sweet Potato Cake, Hot Chocolate, Sweet Potato Latte, Ramen, French Toast",650
Venky's Xprs,Yes,No,3.7,Unknown,400
Pizza Stop,Yes,No,3.8,"Garlic Bread, Nachos, Pasta, Thin Crust Pizza, Hawaian Pizza, Manali Pizza",500
Cafe 99 Kerala Mess,Yes,No,4.0,"Tea, Coffee, Kadala Curry, Chicken Dum Biryani, Shawarma, Ghee Rice, Chicken Kebab",500
Papanna's Biriyani,No,No,3.7,"Lemon Chicken, Chicken Biryani",350
WOW! Momo,Yes,No,2.8,"Veg Momos, Thukpa",400
Curries & Chillies,No,No,3.0,Unknown,300
Sri Devi Sagar,No,No,3.7,Masala Dosa,300
Hyderbadi Irani Tea,No,No,3.4,Unknown,100
Raghavendra Bhavan,No,No,3.2,Unknown,250
T-hut Cafe,Yes,No,3.6,Unknown,300
Cafe P Square,Yes,No,3.8,Unknown,250
Udupi Sri Krishna Cafe,Yes,No,3.8,Unknown,200
Wood Fire Pizza,Yes,No,3.1,Unknown,350
Reddy's Naati Mane,No,No,3.4,Unknown,400
New Udupi Upahara,No,No,3.7,"Panneer Butter Masala, Vada, Filter Coffee, Tandoori Roti",200
Rolls On Wheels,No,No,2.8,"Rolls, Chicken Momo, Biryani, Paneer Roll",300
Madurai Idly Dosai Centre,No,No,3.3,Unknown,150
M.M.A Kabab Rolls & Biriyani Center,Yes,No,3.7,"Shawarma, Alpham Chicken",400
New York Burrito,No,No,3.1,Unknown,400
Chetty's Coffee,No,No,3.5,"Masala Dosa, Caramel Coffee, Filter Coffee, Vada",150
Sai Bhavan Veg & Non Veg,Yes,No,3.2,Unknown,400
New Udupi Grand,No,No,3.3,Unknown,200
Biriyummy,No,No,3.3,Unknown,250
Sri Datta Biryani House,No,No,3.5,Unknown,300
Panchamukhi Sagar,No,No,3.2,Unknown,300
Delish Chinese Fast Food,Yes,No,3.2,Unknown,300
Curries & Chillies,Yes,No,3.1,Unknown,400
Best B Restaurant,No,No,3.5,Unknown,400
S-Aachies Hotel,No,No,3.2,Unknown,300
Leela's Kitchen,No,No,3.8,"Appam, Roast Chicken, Duck Roast, Vegetable Stew",400
Udupas Veg Restaurant,No,No,3.2,Unknown,300
Bismilla Kabab & Biryani Centre,No,No,3.2,Unknown,300
Mazedaar,No,No,3.2,Unknown,300
Sri Krishna Bhavan,No,No,3.4,Unknown,250
Leung Fast Food,No,No,3.5,Unknown,400
Paper Cup Cafe,No,No,3.5,Unknown,400
Zam Zam Restaurant,No,No,3.1,Unknown,400
Parantha Singh,No,No,3.6,Unknown,300
Ahmad's Chicken Hut,No,No,3.2,Unknown,200
Crunchees Cafeteria,No,No,3.4,Unknown,400
Sri Banasankri Donne Biriyani,No,No,3.4,Unknown,400
Juba Cafe,No,No,3.4,Unknown,100
7 Spice,No,No,3.4,Unknown,250
Al Madhina Roll House,No,No,3.4,Unknown,300
Cafe Qissa,No,No,3.3,Unknown,100
Meat Up Barbecue & More,No,No,3.7,Unknown,400
